ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Jersey Number,Joined,Loaned From,Contract Valid Until,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Release Clause
199416,Ibai Gómez,28,https://cdn.sofifa.org/players/4/19/199416.png,Spain,https://cdn.sofifa.org/flags/45.png,79,79,Deportivo Alavés,https://cdn.sofifa.org/teams/2/light/463.png,€12.5M,€31K,2084,Right,1.0,4.0,3.0,High/ Medium,Normal,Yes,RM,11.0,"Jul 30, 2016",,2019,5'10,159lbs,75+2,75+2,75+2,79+2,78+2,78+2,78+2,79+2,79+2,79+2,79+2,78+2,75+2,75+2,75+2,78+2,68+2,67+2,67+2,67+2,68+2,66+2,61+2,61+2,61+2,66+2,79.0,79.0,47.0,77.0,75.0,82.0,85.0,81.0,78.0,81.0,79.0,77.0,79.0,75.0,78.0,83.0,66.0,68.0,66.0,79.0,63.0,45.0,78.0,80.0,65.0,67.0,73.0,58.0,55.0,14.0,8.0,13.0,7.0,11.0,€26.3M
199189,R. Barkley,24,https://cdn.sofifa.org/players/4/19/199189.png,England,https://cdn.sofifa.org/flags/14.png,79,82,Chelsea,https://cdn.sofifa.org/teams/2/light/5.png,€16M,€89K,1980,Right,2.0,5.0,4.0,Medium/ Medium,Normal,Yes,CAM,15.0,"Jan 5, 2018",,2023,6'1,192lbs,74+2,74+2,74+2,75+2,77+2,77+2,77+2,75+2,78+2,78+2,78+2,76+2,76+2,76+2,76+2,76+2,65+2,67+2,67+2,67+2,65+2,63+2,62+2,62+2,62+2,63+2,65.0,68.0,65.0,82.0,61.0,85.0,68.0,70.0,78.0,84.0,69.0,70.0,66.0,74.0,58.0,81.0,62.0,69.0,77.0,80.0,74.0,45.0,71.0,79.0,65.0,80.0,54.0,58.0,51.0,9.0,14.0,12.0,6.0,10.0,€30.8M
198715,Sergio León,29,https://cdn.sofifa.org/players/4/19/198715.png,Spain,https://cdn.sofifa.org/flags/45.png,79,79,Real Betis,https://cdn.sofifa.org/teams/2/light/449.png,€12.5M,€32K,1917,Right,2.0,4.0,4.0,High/ Medium,Normal,Yes,ST,7.0,"Jul 1, 2017",,2021,5'10,161lbs,77+2,77+2,77+2,73+2,76+2,76+2,76+2,73+2,73+2,73+2,73+2,69+2,64+2,64+2,64+2,69+2,55+2,54+2,54+2,54+2,55+2,53+2,53+2,53+2,53+2,53+2,41.0,82.0,76.0,72.0,81.0,77.0,73.0,64.0,34.0,78.0,76.0,75.0,81.0,77.0,75.0,78.0,77.0,73.0,68.0,79.0,71.0,35.0,80.0,61.0,75.0,78.0,55.0,33.0,21.0,9.0,8.0,9.0,11.0,12.0,€26.3M
198200,B. Stambouli,27,https://cdn.sofifa.org/players/4/19/198200.png,France,https://cdn.sofifa.org/flags/18.png,79,79,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€10.5M,€33K,1923,Right,2.0,4.0,2.0,Low/ High,Normal,Yes,RCB,17.0,"Aug 26, 2016",,2020,5'11,181lbs,65+2,65+2,65+2,65+2,67+2,67+2,67+2,65+2,69+2,69+2,69+2,67+2,74+2,74+2,74+2,67+2,72+2,78+2,78+2,78+2,72+2,73+2,77+2,77+2,77+2,73+2,45.0,50.0,72.0,77.0,40.0,66.0,42.0,43.0,79.0,76.0,65.0,63.0,67.0,78.0,65.0,65.0,73.0,76.0,76.0,62.0,78.0,81.0,60.0,74.0,50.0,80.0,83.0,80.0,75.0,8.0,13.0,11.0,15.0,15.0,€17.9M
198118,J. Guilavogui,27,https://cdn.sofifa.org/players/4/19/198118.png,France,https://cdn.sofifa.org/flags/18.png,79,80,VfL Wolfsburg,https://cdn.sofifa.org/teams/2/light/175.png,€12M,€46K,1965,Right,2.0,3.0,2.0,Medium/ High,Lean,No,CDM,23.0,"May 17, 2016",,2020,6'2,170lbs,68+2,68+2,68+2,65+2,68+2,68+2,68+2,65+2,68+2,68+2,68+2,67+2,72+2,72+2,72+2,67+2,74+2,78+2,78+2,78+2,74+2,75+2,80+2,80+2,80+2,75+2,52.0,49.0,85.0,78.0,49.0,67.0,42.0,53.0,75.0,73.0,65.0,72.0,53.0,79.0,50.0,78.0,76.0,77.0,82.0,66.0,81.0,83.0,63.0,65.0,50.0,74.0,80.0,79.0,82.0,14.0,8.0,14.0,10.0,15.0,€21.3M
197083,D. Caligiuri,30,https://cdn.sofifa.org/players/4/19/197083.png,Italy,https://cdn.sofifa.org/flags/27.png,79,79,FC Schalke 04,https://cdn.sofifa.org/teams/2/light/34.png,€9M,€33K,2162,Right,2.0,4.0,3.0,Medium/ Medium,Normal,No,RWB,18.0,"Jan 25, 2017",,2020,6'0,176lbs,75+2,75+2,75+2,78+2,77+2,77+2,77+2,78+2,77+2,77+2,77+2,78+2,77+2,77+2,77+2,78+2,77+2,75+2,75+2,75+2,77+2,75+2,72+2,72+2,72+2,75+2,83.0,72.0,65.0,78.0,68.0,81.0,80.0,61.0,70.0,80.0,77.0,78.0,76.0,79.0,74.0,78.0,76.0,85.0,70.0,81.0,74.0,76.0,75.0,77.0,83.0,76.0,70.0,72.0,68.0,12.0,10.0,13.0,6.0,14.0,€15.3M
192678,Kike García,28,https://cdn.sofifa.org/players/4/19/192678.png,Spain,https://cdn.sofifa.org/flags/45.png,79,79,SD Eibar,https://cdn.sofifa.org/teams/2/light/467.png,€13M,€32K,1829,Right,1.0,4.0,3.0,Medium/ Medium,Normal,Yes,ST,17.0,"Feb 3, 2016",,2021,6'1,174lbs,77+2,77+2,77+2,72+2,75+2,75+2,75+2,72+2,72+2,72+2,72+2,70+2,66+2,66+2,66+2,70+2,54+2,54+2,54+2,54+2,54+2,52+2,52+2,52+2,52+2,52+2,53.0,80.0,80.0,70.0,81.0,75.0,42.0,46.0,49.0,80.0,65.0,71.0,65.0,75.0,54.0,82.0,74.0,71.0,79.0,75.0,71.0,37.0,79.0,65.0,70.0,63.0,35.0,34.0,21.0,7.0,9.0,8.0,13.0,13.0,€27.3M
196978,C. Wilson,26,https://cdn.sofifa.org/players/4/19/196978.png,England,https://cdn.sofifa.org/flags/14.png,79,81,Bournemouth,https://cdn.sofifa.org/teams/2/light/1943.png,€15.5M,€77K,1902,Right,1.0,3.0,4.0,High/ Medium,Normal,Yes,ST,13.0,"Jul 4, 2014",,2022,5'11,146lbs,77+2,77+2,77+2,75+2,77+2,77+2,77+2,75+2,74+2,74+2,74+2,73+2,68+2,68+2,68+2,73+2,57+2,56+2,56+2,56+2,57+2,55+2,52+2,52+2,52+2,55+2,52.0,83.0,73.0,71.0,69.0,74.0,63.0,45.0,60.0,77.0,87.0,89.0,74.0,74.0,74.0,76.0,65.0,72.0,75.0,66.0,73.0,40.0,82.0,71.0,75.0,78.0,29.0,39.0,25.0,10.0,15.0,8.0,10.0,6.0,€30.6M
194957,P. Jones,26,https://cdn.sofifa.org/players/4/19/194957.png,England,https://cdn.sofifa.org/flags/14.png,79,80,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€12M,€110K,1827,Right,2.0,3.0,2.0,Medium/ High,Normal,Yes,CB,4.0,"Jul 1, 2011",,2019,6'1,157lbs,60+2,60+2,60+2,58+2,58+2,58+2,58+2,58+2,59+2,59+2,59+2,60+2,65+2,65+2,65+2,60+2,70+2,74+2,74+2,74+2,70+2,72+2,78+2,78+2,78+2,72+2,60.0,44.0,78.0,73.0,49.0,59.0,38.0,35.0,67.0,64.0,54.0,59.0,52.0,77.0,59.0,68.0,82.0,64.0,79.0,59.0,86.0,80.0,42.0,54.0,55.0,68.0,76.0,81.0,82.0,10.0,8.0,6.0,16.0,11.0,€23.1M
194761,Borja García,27,https://cdn.sofifa.org/players/4/19/194761.png,Spain,https://cdn.sofifa.org/flags/45.png,79,79,Girona FC,https://cdn.sofifa.org/teams/2/light/110062.png,€13M,€35K,2011,Right,1.0,3.0,3.0,High/ Medium,Normal,Yes,LM,10.0,"Aug 26, 2015",,2022,5'9,159lbs,73+2,73+2,73+2,77+2,77+2,77+2,77+2,77+2,78+2,78+2,78+2,77+2,77+2,77+2,77+2,77+2,69+2,69+2,69+2,69+2,69+2,68+2,63+2,63+2,63+2,68+2,70.0,77.0,53.0,82.0,59.0,80.0,67.0,54.0,80.0,81.0,81.0,77.0,75.0,72.0,77.0,67.0,72.0,67.0,67.0,78.0,52.0,66.0,77.0,79.0,62.0,61.0,45.0,72.0,59.0,9.0,13.0,13.0,12.0,16.0,€27.3M
193738,Y. Belhanda,28,https://cdn.sofifa.org/players/4/19/193738.png,Morocco,https://cdn.sofifa.org/flags/129.png,79,79,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€12.5M,€65K,2128,Right,2.0,4.0,4.0,Medium/ Medium,Normal,No,CAM,10.0,"Jul 4, 2017",,2021,5'10,165lbs,74+2,74+2,74+2,78+2,77+2,77+2,77+2,78+2,78+2,78+2,78+2,78+2,76+2,76+2,76+2,78+2,71+2,69+2,69+2,69+2,71+2,68+2,63+2,63+2,63+2,68+2,79.0,74.0,67.0,78.0,69.0,84.0,78.0,78.0,76.0,83.0,75.0,72.0,85.0,79.0,78.0,78.0,77.0,84.0,63.0,79.0,75.0,66.0,70.0,78.0,80.0,72.0,50.0,54.0,55.0,15.0,16.0,11.0,6.0,16.0,€23.8M
193601,G. Pezzella,27,https://cdn.sofifa.org/players/4/19/193601.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,81,Fiorentina,https://cdn.sofifa.org/teams/2/light/110374.png,€12.5M,€56K,1667,Right,1.0,3.0,2.0,Medium/ Medium,Normal,No,RCB,20.0,"Jul 1, 2018",,2022,6'1,179lbs,59+2,59+2,59+2,53+2,55+2,55+2,55+2,53+2,52+2,52+2,52+2,53+2,57+2,57+2,57+2,53+2,65+2,70+2,70+2,70+2,65+2,68+2,77+2,77+2,77+2,68+2,40.0,48.0,82.0,64.0,40.0,54.0,46.0,25.0,58.0,66.0,52.0,52.0,34.0,77.0,48.0,54.0,84.0,55.0,77.0,50.0,82.0,80.0,50.0,22.0,35.0,72.0,78.0,82.0,78.0,7.0,9.0,13.0,10.0,15.0,€22.2M
193171,Jaume Costa,30,https://cdn.sofifa.org/players/4/19/193171.png,Spain,https://cdn.sofifa.org/flags/45.png,79,79,Villarreal CF,https://cdn.sofifa.org/teams/2/light/483.png,€9M,€34K,2028,Left,1.0,3.0,3.0,High/ High,Normal,Yes,LB,11.0,"Jul 1, 2010",,2021,5'7,137lbs,67+2,67+2,67+2,70+2,69+2,69+2,69+2,70+2,69+2,69+2,69+2,72+2,70+2,70+2,70+2,72+2,77+2,75+2,75+2,75+2,77+2,77+2,75+2,75+2,75+2,77+2,80.0,53.0,68.0,79.0,38.0,69.0,67.0,59.0,65.0,78.0,79.0,81.0,76.0,69.0,78.0,75.0,73.0,78.0,63.0,62.0,85.0,80.0,66.0,57.0,56.0,69.0,76.0,78.0,79.0,10.0,11.0,16.0,10.0,14.0,€18.9M
192991,C. Tosun,27,https://cdn.sofifa.org/players/4/19/192991.png,Turkey,https://cdn.sofifa.org/flags/48.png,79,80,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€14.5M,€105K,1951,Right,2.0,4.0,3.0,High/ Medium,Normal,Yes,ST,9.0,"Jan 5, 2018",,2022,6'0,172lbs,78+2,78+2,78+2,74+2,76+2,76+2,76+2,74+2,73+2,73+2,73+2,72+2,67+2,67+2,67+2,72+2,55+2,55+2,55+2,55+2,55+2,52+2,51+2,51+2,51+2,52+2,64.0,79.0,82.0,72.0,74.0,75.0,72.0,73.0,60.0,78.0,72.0,75.0,73.0,80.0,66.0,83.0,80.0,73.0,74.0,75.0,75.0,31.0,81.0,61.0,82.0,77.0,33.0,34.0,15.0,12.0,14.0,12.0,12.0,9.0,€28.6M
192679,Escudero,28,https://cdn.sofifa.org/players/4/19/192679.png,Spain,https://cdn.sofifa.org/flags/45.png,79,79,Sevilla FC,https://cdn.sofifa.org/teams/2/light/481.png,€10M,€20K,2075,Left,1.0,2.0,3.0,High/ Medium,Lean,Yes,LM,18.0,"Jul 3, 2015",,2021,5'9,159lbs,68+2,68+2,68+2,70+2,68+2,68+2,68+2,70+2,68+2,68+2,68+2,71+2,72+2,72+2,72+2,71+2,78+2,76+2,76+2,76+2,78+2,78+2,76+2,76+2,76+2,78+2,81.0,56.0,68.0,77.0,51.0,68.0,69.0,69.0,77.0,75.0,72.0,77.0,74.0,78.0,77.0,81.0,74.0,83.0,69.0,63.0,75.0,81.0,63.0,56.0,66.0,69.0,80.0,76.0,81.0,9.0,15.0,7.0,13.0,14.0,€21M
184949,Mariano,32,https://cdn.sofifa.org/players/4/19/184949.png,Brazil,https://cdn.sofifa.org/flags/54.png,79,79,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€7M,€57K,2106,Right,1.0,3.0,3.0,Medium/ Medium,Lean,No,RB,2.0,"Jul 17, 2017",,2020,5'10,152lbs,71+2,71+2,71+2,75+2,74+2,74+2,74+2,75+2,74+2,74+2,74+2,77+2,75+2,75+2,75+2,77+2,78+2,75+2,75+2,75+2,78+2,77+2,72+2,72+2,72+2,77+2,83.0,54.0,59.0,76.0,58.0,75.0,82.0,56.0,75.0,82.0,87.0,79.0,74.0,77.0,73.0,84.0,70.0,92.0,70.0,68.0,76.0,72.0,74.0,69.0,61.0,70.0,71.0,72.0,81.0,10.0,12.0,12.0,9.0,13.0,€13.3M
142707,L. López,35,https://cdn.sofifa.org/players/4/19/142707.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Racing Club,https://cdn.sofifa.org/teams/2/light/101085.png,€6M,€22K,2055,Right,2.0,4.0,4.0,High/ High,Normal,Yes,LS,15.0,"Jan 4, 2016",,2019,5'9,159lbs,78+2,78+2,78+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,76+2,73+2,73+2,73+2,76+2,63+2,63+2,63+2,63+2,63+2,61+2,58+2,58+2,58+2,61+2,66.0,80.0,76.0,75.0,74.0,78.0,78.0,73.0,70.0,80.0,77.0,83.0,84.0,74.0,80.0,77.0,84.0,77.0,75.0,75.0,61.0,59.0,82.0,72.0,80.0,84.0,30.0,58.0,29.0,8.0,10.0,11.0,13.0,6.0,€9M
184826,Adrien Silva,29,https://cdn.sofifa.org/players/4/19/184826.png,Portugal,https://cdn.sofifa.org/flags/38.png,79,79,Leicester City,https://cdn.sofifa.org/teams/2/light/95.png,€12M,€75K,2083,Right,3.0,4.0,3.0,Medium/ High,Normal,Yes,CM,23.0,"Jan 1, 2018",,2021,5'9,152lbs,71+3,71+3,71+3,74+3,74+3,74+3,74+3,74+3,76+3,76+3,76+3,74+3,77+3,77+3,77+3,74+3,73+3,75+3,75+3,75+3,73+3,72+3,70+3,70+3,70+3,72+3,77.0,67.0,61.0,81.0,75.0,78.0,79.0,75.0,80.0,80.0,64.0,57.0,70.0,76.0,68.0,83.0,53.0,69.0,59.0,79.0,79.0,80.0,73.0,78.0,85.0,79.0,60.0,78.0,73.0,15.0,6.0,8.0,10.0,7.0,€22.8M
157301,R. Babel,31,https://cdn.sofifa.org/players/4/19/157301.png,Netherlands,https://cdn.sofifa.org/flags/34.png,79,79,Beşiktaş JK,https://cdn.sofifa.org/teams/2/light/327.png,€11M,€55K,1973,Right,3.0,3.0,4.0,Medium/ Low,Normal,Yes,LM,11.0,"Jan 2, 2017",,2019,6'1,187lbs,77+3,77+3,77+3,77+3,77+3,77+3,77+3,77+3,76+3,76+3,76+3,76+3,70+3,70+3,70+3,76+3,59+3,56+3,56+3,56+3,59+3,55+3,50+3,50+3,50+3,55+3,72.0,77.0,71.0,71.0,67.0,82.0,77.0,50.0,66.0,79.0,83.0,82.0,77.0,71.0,74.0,85.0,82.0,84.0,78.0,82.0,58.0,34.0,77.0,74.0,70.0,75.0,39.0,28.0,21.0,16.0,8.0,12.0,11.0,15.0,€20.9M
164859,T. Walcott,29,https://cdn.sofifa.org/players/4/19/164859.png,England,https://cdn.sofifa.org/flags/14.png,79,79,Everton,https://cdn.sofifa.org/teams/2/light/7.png,€12.5M,€105K,1939,Right,3.0,3.0,3.0,Medium/ Medium,Lean,Yes,RM,11.0,"Jan 17, 2018",,2021,5'9,150lbs,74+3,74+3,74+3,77+3,76+3,76+3,76+3,77+3,75+3,75+3,75+3,76+3,68+3,68+3,68+3,76+3,61+3,56+3,56+3,56+3,61+3,58+3,50+3,50+3,50+3,58+3,72.0,74.0,58.0,72.0,71.0,81.0,76.0,74.0,61.0,78.0,89.0,89.0,79.0,77.0,77.0,76.0,65.0,69.0,56.0,65.0,65.0,35.0,77.0,72.0,74.0,76.0,37.0,39.0,36.0,11.0,8.0,9.0,9.0,8.0,€23.8M
164029,Charles,34,https://cdn.sofifa.org/players/4/19/164029.png,Brazil,https://cdn.sofifa.org/flags/54.png,79,79,SD Eibar,https://cdn.sofifa.org/teams/2/light/467.png,€6.5M,€31K,1895,Right,1.0,3.0,4.0,High/ High,Normal,No,LS,19.0,"Jul 4, 2017",,2019,5'10,165lbs,78+2,78+2,78+2,73+2,75+2,75+2,75+2,73+2,72+2,72+2,72+2,69+2,65+2,65+2,65+2,69+2,51+2,52+2,52+2,52+2,51+2,49+2,50+2,50+2,50+2,49+2,51.0,80.0,79.0,69.0,84.0,79.0,78.0,53.0,52.0,82.0,64.0,59.0,86.0,80.0,69.0,83.0,93.0,63.0,71.0,78.0,66.0,18.0,83.0,55.0,70.0,78.0,35.0,35.0,27.0,8.0,9.0,16.0,9.0,11.0,€13.7M
163264,T. Heaton,32,https://cdn.sofifa.org/players/4/19/163264.png,England,https://cdn.sofifa.org/flags/14.png,79,79,Burnley,https://cdn.sofifa.org/teams/2/light/1796.png,€7M,€45K,1266,Right,2.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,1.0,"Jul 1, 2013",,2020,6'2,203lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,12.0,16.0,32.0,12.0,17.0,15.0,13.0,37.0,28.0,56.0,55.0,54.0,73.0,52.0,14.0,73.0,40.0,66.0,12.0,31.0,24.0,12.0,46.0,24.0,62.0,16.0,15.0,13.0,79.0,78.0,74.0,80.0,80.0,€13.3M
161648,H. Ben Arfa,31,https://cdn.sofifa.org/players/4/19/161648.png,France,https://cdn.sofifa.org/flags/18.png,79,79,Stade Rennais FC,https://cdn.sofifa.org/teams/2/light/74.png,€11M,€38K,1911,Left,3.0,4.0,5.0,Medium/ Low,Lean,Yes,CAM,18.0,"Sep 2, 2018",,2019,5'10,163lbs,71+3,71+3,71+3,76+3,76+3,76+3,76+3,76+3,77+3,77+3,77+3,75+3,70+3,70+3,70+3,75+3,55+3,55+3,55+3,55+3,55+3,50+3,45+3,45+3,45+3,50+3,70.0,70.0,46.0,78.0,72.0,88.0,76.0,73.0,74.0,80.0,77.0,69.0,82.0,70.0,79.0,78.0,74.0,51.0,65.0,75.0,61.0,36.0,72.0,78.0,84.0,77.0,31.0,27.0,21.0,12.0,8.0,9.0,13.0,12.0,€20.9M
160741,D. Abraham,31,https://cdn.sofifa.org/players/4/19/160741.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Eintracht Frankfurt,https://cdn.sofifa.org/teams/2/light/1824.png,€8.5M,€37K,1877,Right,2.0,2.0,2.0,Medium/ Medium,Normal,No,CB,19.0,"Jul 2, 2015",,2021,6'2,185lbs,60+2,60+2,60+2,55+2,56+2,56+2,56+2,55+2,57+2,57+2,57+2,57+2,63+2,63+2,63+2,57+2,69+2,73+2,73+2,73+2,69+2,72+2,77+2,77+2,77+2,72+2,44.0,46.0,78.0,73.0,65.0,44.0,45.0,67.0,75.0,59.0,76.0,79.0,61.0,76.0,55.0,74.0,77.0,68.0,80.0,63.0,79.0,75.0,31.0,49.0,54.0,78.0,78.0,83.0,78.0,6.0,10.0,12.0,9.0,8.0,€14.5M
159065,E. Lavezzi,33,https://cdn.sofifa.org/players/4/19/159065.png,Argentina,https://cdn.sofifa.org/flags/52.png,79,79,Hebei China Fortune FC,https://cdn.sofifa.org/teams/2/light/112978.png,€8M,€22K,2070,Right,3.0,4.0,4.0,High/ Low,Stocky,Yes,CAM,22.0,"Feb 17, 2016",,2018,5'8,165lbs,78+3,78+3,78+3,81+3,81+3,81+3,81+3,81+3,81+3,81+3,81+3,80+3,73+3,73+3,73+3,80+3,62+3,60+3,60+3,60+3,62+3,59+3,53+3,53+3,53+3,59+3,77.0,80.0,57.0,80.0,77.0,82.0,83.0,79.0,65.0,83.0,85.0,83.0,87.0,81.0,85.0,79.0,82.0,68.0,71.0,78.0,73.0,31.0,82.0,83.0,69.0,78.0,40.0,40.0,37.0,6.0,15.0,11.0,9.0,12.0,€17.2M
158232,S. Kalou,32,https://cdn.sofifa.org/players/4/19/158232.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,79,79,Hertha BSC,https://cdn.sofifa.org/teams/2/light/166.png,€10M,€34K,1952,Right,3.0,3.0,4.0,Medium/ Low,Lean,Yes,LM,8.0,"Aug 31, 2014",,2020,6'0,170lbs,78+3,78+3,78+3,78+3,80+3,80+3,80+3,78+3,79+3,79+3,79+3,77+3,73+3,73+3,73+3,77+3,59+3,58+3,58+3,58+3,59+3,56+3,52+3,52+3,52+3,56+3,67.0,82.0,77.0,79.0,78.0,87.0,78.0,62.0,68.0,86.0,67.0,65.0,76.0,82.0,76.0,76.0,76.0,64.0,67.0,67.0,35.0,32.0,83.0,78.0,85.0,81.0,50.0,38.0,27.0,8.0,9.0,14.0,7.0,6.0,€17M
158133,J. Farfán,33,https://cdn.sofifa.org/players/4/19/158133.png,Peru,https://cdn.sofifa.org/flags/59.png,79,79,Lokomotiv Moscow,https://cdn.sofifa.org/teams/2/light/100765.png,€7.5M,€1K,1999,Right,2.0,3.0,4.0,Medium/ Low,Normal,Yes,CAM,10.0,"Jan 29, 2017",,2020,5'10,185lbs,75+2,75+2,75+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,77+2,72+2,72+2,72+2,77+2,60+2,59+2,59+2,59+2,60+2,57+2,51+2,51+2,51+2,57+2,80.0,73.0,65.0,77.0,69.0,78.0,80.0,75.0,73.0,79.0,84.0,84.0,75.0,77.0,66.0,75.0,76.0,69.0,78.0,72.0,73.0,39.0,75.0,80.0,79.0,80.0,17.0,43.0,29.0,15.0,12.0,5.0,12.0,15.0,€15.8M
152908,A. Young,32,https://cdn.sofifa.org/players/4/19/152908.png,England,https://cdn.sofifa.org/flags/14.png,79,79,Manchester United,https://cdn.sofifa.org/teams/2/light/11.png,€7M,€110K,2120,Right,2.0,3.0,4.0,High/ Medium,Lean,Yes,LB,18.0,"Jul 1, 2011",,2019,5'9,143lbs,70+2,70+2,70+2,75+2,73+2,73+2,73+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,75+2,77+2,76+2,76+2,76+2,77+2,76+2,72+2,72+2,72+2,76+2,84.0,64.0,57.0,79.0,71.0,77.0,86.0,75.0,70.0,79.0,77.0,72.0,77.0,80.0,76.0,75.0,55.0,75.0,67.0,69.0,78.0,77.0,67.0,76.0,60.0,74.0,75.0,76.0,74.0,16.0,10.0,15.0,16.0,15.0,€13M
184134,Fernando,30,https://cdn.sofifa.org/players/4/19/184134.png,Brazil,https://cdn.sofifa.org/flags/54.png,79,79,Galatasaray SK,https://cdn.sofifa.org/teams/2/light/325.png,€9.5M,€57K,1939,Right,2.0,2.0,3.0,Medium/ High,Lean,Yes,CDM,25.0,"Aug 4, 2017",,2020,6'0,168lbs,66+2,66+2,66+2,66+2,66+2,66+2,66+2,66+2,68+2,68+2,68+2,68+2,72+2,72+2,72+2,68+2,75+2,78+2,78+2,78+2,75+2,75+2,78+2,78+2,78+2,75+2,62.0,54.0,70.0,78.0,41.0,68.0,65.0,53.0,76.0,72.0,61.0,62.0,71.0,77.0,57.0,76.0,74.0,89.0,80.0,68.0,84.0,82.0,59.0,62.0,54.0,76.0,78.0,80.0,81.0,1.0,1.0,1.0,1.0,1.0,€18.1M
150724,J. Hart,31,https://cdn.sofifa.org/players/4/19/150724.png,England,https://cdn.sofifa.org/flags/14.png,79,79,Burnley,https://cdn.sofifa.org/teams/2/light/1796.png,€7.5M,€45K,1260,Right,3.0,3.0,1.0,Medium/ Medium,Normal,Yes,GK,20.0,"Aug 7, 2018",,2020,6'5,201lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,10.0,34.0,19.0,23.0,17.0,13.0,35.0,20.0,56.0,60.0,50.0,72.0,32.0,40.0,69.0,28.0,61.0,19.0,36.0,25.0,14.0,42.0,30.0,58.0,16.0,14.0,13.0,80.0,76.0,70.0,77.0,81.0,€14.3M
199823,Campaña,25,https://cdn.sofifa.org/players/4/19/199823.png,Spain,https://cdn.sofifa.org/flags/45.png,79,82,Levante UD,https://cdn.sofifa.org/teams/2/light/1853.png,€15.5M,€28K,2065,Right,1.0,3.0,3.0,Medium/ Medium,Normal,Yes,CDM,24.0,"Aug 15, 2016",,2020,5'10,154lbs,72+2,72+2,72+2,74+2,74+2,74+2,74+2,74+2,76+2,76+2,76+2,75+2,78+2,78+2,78+2,75+2,73+2,76+2,76+2,76+2,73+2,72+2,72+2,72+2,72+2,72+2,73.0,73.0,65.0,82.0,58.0,77.0,81.0,78.0,81.0,81.0,65.0,61.0,67.0,74.0,75.0,75.0,57.0,76.0,73.0,76.0,66.0,73.0,68.0,80.0,69.0,80.0,75.0,75.0,69.0,8.0,11.0,6.0,7.0,10.0,€33.7M
137351,D. Baier,34,https://cdn.sofifa.org/players/4/19/137351.png,Germany,https://cdn.sofifa.org/flags/21.png,79,79,FC Augsburg,https://cdn.sofifa.org/teams/2/light/100409.png,€3.8M,€28K,1953,Right,2.0,3.0,3.0,Medium/ High,Normal,No,CDM,10.0,"Jan 31, 2010",,2019,5'9,172lbs,62+2,62+2,62+2,68+2,67+2,67+2,67+2,68+2,71+2,71+2,71+2,70+2,76+2,76+2,76+2,70+2,74+2,78+2,78+2,78+2,74+2,72+2,72+2,72+2,72+2,72+2,73.0,52.0,52.0,82.0,58.0,74.0,62.0,70.0,82.0,80.0,53.0,43.0,71.0,81.0,75.0,68.0,78.0,72.0,67.0,44.0,67.0,87.0,58.0,80.0,62.0,84.0,72.0,75.0,74.0,7.0,9.0,7.0,9.0,9.0,€6.5M
124375,B. Yılmaz,32,https://cdn.sofifa.org/players/4/19/124375.png,Turkey,https://cdn.sofifa.org/flags/48.png,79,79,Trabzonspor,https://cdn.sofifa.org/teams/2/light/436.png,€10M,€41K,1917,Right,2.0,3.0,3.0,High/ Low,Lean,No,ST,17.0,"Aug 2, 2017",,2020,6'2,170lbs,77+2,77+2,77+2,73+2,75+2,75+2,75+2,73+2,71+2,71+2,71+2,72+2,65+2,65+2,65+2,72+2,55+2,53+2,53+2,53+2,55+2,53+2,50+2,50+2,50+2,53+2,68.0,82.0,72.0,66.0,77.0,69.0,60.0,70.0,60.0,69.0,81.0,79.0,72.0,81.0,48.0,85.0,66.0,69.0,79.0,74.0,85.0,33.0,85.0,64.0,79.0,71.0,29.0,29.0,26.0,14.0,15.0,11.0,8.0,12.0,€20M
