ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Real Face,Position,Joined,Loaned From,Contract Valid Until,Height,Weight,Release Clause,Kit Number,Best Overall Rating
186561,A. Ramsey,31,https://cdn.sofifa.net/players/186/561/23_60.png,Wales,https://cdn.sofifa.net/flags/gb-wls.png,76,76,OGC Nice,https://cdn.sofifa.net/teams/72/30.png,€6M,€38K,1992,Right,3,3,3,Medium/ Medium,Lean (170-185),Yes,<span class="pos pos15">LCM,2-Aug-22,nan,2023,183cm,76kg,€11.4M,16,nan
235389,C. Rodríguez,25,https://cdn.sofifa.net/players/235/389/23_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,76,81,,https://cdn.sofifa.net/flags/mx.png,€ 0,€ 0,1991,Right,1,3,3,High/ High,Lean (170-185),No,<span class="pos pos28">SUB,nan,nan,nan,171cm,64kg,nan,8,nan
211269,G. Fernández,30,https://cdn.sofifa.net/players/211/269/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,76,76,Boca Juniors,https://cdn.sofifa.net/teams/1877/30.png,€7M,€17K,1989,Right,1,3,3,Medium/ Medium,Normal (170-185),Yes,<span class="pos pos13">RCM,28-Jan-22,nan,2024,178cm,75kg,€9.8M,8,nan
213666,R. Loftus-Cheek,26,https://cdn.sofifa.net/players/213/666/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,79,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€9.5M,€81K,1987,Right,1,3,4,Medium/ Medium,Normal (185+),Yes,<span class="pos pos28">SUB,3-Jun-13,nan,2024,191cm,88kg,€18.3M,12,nan
193348,X. Shaqiri,30,https://cdn.sofifa.net/players/193/348/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,76,76,Chicago Fire Football Club,https://cdn.sofifa.net/teams/693/30.png,€7M,€9K,1986,Left,3,4,5,Medium/ Low,Unique,Yes,<span class="pos pos18">CAM,9-Feb-22,nan,2024,169cm,72kg,€10.2M,10,nan
217546,Sequeira,31,https://cdn.sofifa.net/players/217/546/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,76,76,SC Braga,https://cdn.sofifa.net/teams/1896/30.png,€5.5M,€14K,1985,Left,1,3,3,Medium/ Medium,Normal (170-185),No,<span class="pos pos7">LB,1-Jul-17,nan,2024,184cm,79kg,€11M,6,nan
225309,N. Amiri,25,https://cdn.sofifa.net/players/225/309/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,76,79,Bayer 04 Leverkusen,https://cdn.sofifa.net/teams/32/30.png,€10M,€42K,1984,Right,2,3,4,High/ High,Normal (170-185),Yes,<span class="pos pos29">RES,30-Jul-19,nan,2024,180cm,77kg,€17.8M,11,nan
226853,J. St. Juste,25,https://cdn.sofifa.net/players/226/853/23_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,76,80,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€9.5M,€12K,1984,Right,2,3,3,High/ Medium,Lean (185+),No,<span class="pos pos28">SUB,1-Jul-22,nan,2026,186cm,76kg,€19.7M,3,nan
263781,Vanderson,21,https://cdn.sofifa.net/players/263/781/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,76,85,AS Monaco,https://cdn.sofifa.net/teams/69/30.png,€17M,€32K,1983,Right,1,3,3,Medium/ Medium,Lean (170-185),No,<span class="pos pos3">RB,1-Jan-22,nan,2027,180cm,74kg,€35.7M,2,nan
246708,22 G. Masouras,27,https://cdn.sofifa.net/players/246/708/22_60.png,Greece,https://cdn.sofifa.net/flags/gr.png,76,76,Olympiacos CFP,https://cdn.sofifa.net/teams/280/30.png,€8M,€2K,1983,Right,1,4,3,High/ Medium,Normal (170-185),No,<span class="pos pos12">RM,1-Jan-19,nan,2024,184cm,76kg,€16.8M,19,nan
231887,Y. Yazıcı,25,https://cdn.sofifa.net/players/231/887/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,76,80,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€10.5M,€32K,1981,Left,1,4,4,Medium/ Medium,Normal (170-185),No,<span class="pos pos28">SUB,6-Aug-19,nan,2024,183cm,74kg,€20.7M,11,nan
216643,L. Dubois,27,https://cdn.sofifa.net/players/216/643/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,77,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,€8M,€51K,1980,Right,3,4,3,High/ Medium,Lean (170-185),Yes,<span class="pos pos3">RB,21-Jul-22,nan,2025,178cm,65kg,€15.8M,2,nan
235467,M. Moreno,27,https://cdn.sofifa.net/players/235/467/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,76,77,Atlanta United,https://cdn.sofifa.net/teams/112885/30.png,€8.5M,€9K,1978,Right,1,2,5,High/ Medium,Lean (170-),No,<span class="pos pos19">LAM,22-Sep-20,nan,2024,168cm,65kg,€13.4M,10,nan
219466,B. Meling,27,https://cdn.sofifa.net/players/219/466/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,76,77,Stade Rennais FC,https://cdn.sofifa.net/teams/74/30.png,€8M,€37K,1972,Left,2,3,3,High/ High,Lean (170-185),No,<span class="pos pos7">LB,20-Jul-21,nan,2024,174cm,64kg,€15.8M,25,nan
212715,S. Palacios,30,https://cdn.sofifa.net/players/212/715/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,76,76,Panathinaikos FC,https://cdn.sofifa.net/teams/1884/30.png,€7M,€1K,1972,Right,1,3,4,High/ Medium,Stocky (170-),Yes,<span class="pos pos27">LW,7-Sep-21,nan,2024,163cm,69kg,€15.4M,34,nan
252064,L. Krejčí,23,https://cdn.sofifa.net/players/252/064/23_60.png,Czech Republic,https://cdn.sofifa.net/flags/cz.png,76,84,AC Sparta Praha,https://cdn.sofifa.net/teams/267/30.png,€15.5M,€ 900,1972,Left,1,3,2,High/ High,Normal (185+),No,<span class="pos pos29">RES,2-Jul-19,nan,2025,190cm,86kg,€37.2M,37,nan
193408,H. Seferović,30,https://cdn.sofifa.net/players/193/408/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,76,76,Galatasaray SK,https://cdn.sofifa.net/teams/325/30.png,€7.5M,€15K,1971,Left,2,2,3,High/ Medium,Normal (185+),Yes,<span class="pos pos25">ST,nan,<a href="/team/234/sl-benfica/">SL Benfica</a>,30-Jun-23,190cm,87kg,nan,9,nan
158963,L. Biglia,36,https://cdn.sofifa.net/players/158/963/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,76,76,İstanbul Başakşehir FK,https://cdn.sofifa.net/teams/101014/30.png,€1.5M,€23K,1971,Right,3,4,3,Medium/ Medium,Normal (170-185),No,<span class="pos pos10">CDM,1-Jul-22,nan,2023,178cm,63kg,€3M,20,nan
199189,R. Barkley,28,https://cdn.sofifa.net/players/199/189/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,76,Chelsea,https://cdn.sofifa.net/teams/5/30.png,€7.5M,€85K,1970,Right,2,5,4,Low/ Low,Normal (185+),Yes,<span class="pos pos29">RES,5-Jan-18,nan,2023,186cm,76kg,€13.9M,35,nan
207807,R. Fraser,28,https://cdn.sofifa.net/players/207/807/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,76,76,Newcastle United,https://cdn.sofifa.net/teams/13/30.png,€7.5M,€74K,1969,Right,1,4,3,Medium/ Medium,Stocky (170-),Yes,<span class="pos pos28">SUB,7-Sep-20,nan,2025,163cm,70kg,€14.3M,21,nan
220710,H. Wilson,25,https://cdn.sofifa.net/players/220/710/23_60.png,Wales,https://cdn.sofifa.net/flags/gb-wls.png,76,79,Fulham,https://cdn.sofifa.net/teams/144/30.png,€10M,€49K,1968,Left,1,2,3,High/ Low,Normal (170-185),Yes,<span class="pos pos28">SUB,24-Jul-21,nan,2026,173cm,70kg,€19.8M,8,nan
236639,22 Xeka,26,https://cdn.sofifa.net/players/236/639/22_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,76,77,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€9M,€33K,1966,Right,2,4,3,Medium/ Medium,Normal (185+),No,<span class="pos pos28">SUB,1-Jul-17,nan,2022,186cm,83kg,€17.8M,8,nan
233493,J. Sánchez,24,https://cdn.sofifa.net/players/233/493/23_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,76,82,,https://cdn.sofifa.net/flags/mx.png,€ 0,€ 0,1966,Right,1,4,2,Medium/ High,Normal (170-185),Yes,<span class="pos pos3">RB,nan,nan,nan,175cm,71kg,nan,6,nan
228708,L. Martínez Quarta,26,https://cdn.sofifa.net/players/228/708/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,76,79,Fiorentina,https://cdn.sofifa.net/teams/110374/30.png,€8.5M,€42K,1964,Right,2,3,3,Medium/ Medium,Lean (170-185),Yes,<span class="pos pos28">SUB,5-Oct-20,nan,2025,183cm,78kg,€15.1M,28,nan
193290,M. Braithwaite,31,https://cdn.sofifa.net/players/193/290/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,76,76,FC Barcelona,https://cdn.sofifa.net/teams/241/30.png,€6.5M,€110K,1964,Right,2,4,4,Medium/ Medium,Lean (170-185),No,<span class="pos pos29">RES,20-Feb-20,nan,2024,177cm,73kg,€13.3M,12,nan
182945,M. Gradel,34,https://cdn.sofifa.net/players/182/945/23_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,76,76,Demir Grup Sivasspor,https://cdn.sofifa.net/teams/101041/30.png,€3.5M,€20K,1964,Right,2,4,4,High/ Medium,Lean (170-185),Yes,<span class="pos pos16">LM,16-Aug-20,nan,2024,175cm,70kg,€7M,7,nan
244193,Jovane Cabral,24,https://cdn.sofifa.net/players/244/193/23_60.png,Cape Verde Islands,https://cdn.sofifa.net/flags/cv.png,76,82,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€12M,€13K,1964,Right,1,4,4,High/ Medium,Stocky (170-185),No,<span class="pos pos29">RES,1-Jul-15,nan,2023,174cm,81kg,€26.4M,70,nan
224490,Z. Çelik,25,https://cdn.sofifa.net/players/224/490/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,76,79,Roma,https://cdn.sofifa.net/teams/52/30.png,€9M,€45K,1963,Right,2,3,3,High/ Medium,Normal (170-185),No,<span class="pos pos28">SUB,5-Jul-22,nan,2026,180cm,78kg,€16M,19,nan
207471,F. Vázquez,33,https://cdn.sofifa.net/players/207/471/23_60.png,Argentina,https://cdn.sofifa.net/flags/ar.png,76,76,Parma,https://cdn.sofifa.net/teams/50/30.png,€4.7M,€6K,1963,Left,2,3,4,High/ Medium,Normal (185+),Yes,<span class="pos pos18">CAM,1-Jul-21,nan,2023,187cm,82kg,€7.5M,10,nan
233866,O. Edouard,24,https://cdn.sofifa.net/players/233/866/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,82,Crystal Palace,https://cdn.sofifa.net/teams/1799/30.png,€12M,€46K,1962,Right,1,4,4,High/ Medium,Normal (185+),No,<span class="pos pos25">ST,31-Aug-21,nan,2025,187cm,83kg,€25.2M,22,nan
225085,J. Bamba,26,https://cdn.sofifa.net/players/225/085/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,77,LOSC Lille,https://cdn.sofifa.net/teams/65/30.png,€9M,€30K,1961,Right,2,4,4,High/ High,Normal (170-185),No,<span class="pos pos16">LM,2-Jul-18,nan,2023,175cm,70kg,€17.8M,7,nan
237640,N. Bajrami,23,https://cdn.sofifa.net/players/237/640/23_60.png,Albania,https://cdn.sofifa.net/flags/al.png,76,85,Empoli,https://cdn.sofifa.net/teams/1746/30.png,€16.5M,€11K,1961,Right,1,4,3,Medium/ Medium,Lean (170-185),No,<span class="pos pos22">LF,1-Sep-20,nan,2024,179cm,68kg,€33M,10,nan
210697,C. Nørgaard,28,https://cdn.sofifa.net/players/210/697/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,76,76,Brentford,https://cdn.sofifa.net/teams/1925/30.png,€6.5M,€42K,1961,Right,1,3,3,Medium/ High,Lean (185+),No,<span class="pos pos28">SUB,nan,nan,nan,187cm,77kg,€12.4M,15,nan
242434,C. Jones,21,https://cdn.sofifa.net/players/242/434/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,84,Liverpool,https://cdn.sofifa.net/teams/9/30.png,€17M,€60K,1960,Right,1,4,4,High/ Medium,Lean (185+),Yes,<span class="pos pos28">SUB,1-Feb-18,nan,2025,185cm,75kg,€34.9M,17,nan
204320,X. Mercier,32,https://cdn.sofifa.net/players/204/320/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,76,Ferencvárosi TC,https://cdn.sofifa.net/teams/1874/30.png,€6M,€1K,1960,Right,1,3,3,Medium/ Medium,Normal (170-185),No,<span class="pos pos28">SUB,1-Jul-22,nan,2023,174cm,71kg,€13.2M,7,nan
228946,M. Svanberg,23,https://cdn.sofifa.net/players/228/946/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,76,81,VfL Wolfsburg,https://cdn.sofifa.net/teams/175/30.png,€11.5M,€35K,1960,Right,1,3,3,Medium/ Medium,Normal (185+),No,<span class="pos pos11">LDM,16-Jul-22,nan,2027,185cm,77kg,€20.4M,32,nan
242619,C. Doucouré,22,https://cdn.sofifa.net/players/242/619/23_60.png,Mali,https://cdn.sofifa.net/flags/ml.png,76,78,Crystal Palace,https://cdn.sofifa.net/teams/1799/30.png,€10M,€42K,1959,Right,1,3,3,Medium/ High,Normal (170-185),No,<span class="pos pos9">RDM,11-Jul-22,nan,2026,180cm,73kg,€19.8M,28,nan
222400,H. Winks,26,https://cdn.sofifa.net/players/222/400/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,78,Tottenham Hotspur,https://cdn.sofifa.net/teams/18/30.png,€9M,€71K,1958,Right,1,3,3,Medium/ Medium,Normal (170-185),Yes,<span class="pos pos29">RES,27-Jul-14,nan,2024,176cm,65kg,€17.8M,8,nan
209744,E. Mena,33,https://cdn.sofifa.net/players/209/744/23_60.png,Chile,https://cdn.sofifa.net/flags/cl.png,76,76,Racing Club,https://cdn.sofifa.net/teams/101085/30.png,€3.9M,€17K,1957,Left,2,4,3,High/ Medium,Normal (170-185),Yes,<span class="pos pos28">SUB,8-Aug-18,nan,2022,173cm,74kg,€5.9M,5,nan
239817,B. Soumaré,23,https://cdn.sofifa.net/players/239/817/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,81,Leicester City,https://cdn.sofifa.net/teams/95/30.png,€10.5M,€52K,1955,Right,1,3,3,Medium/ Medium,Lean (185+),Yes,<span class="pos pos28">SUB,2-Jul-21,nan,2026,188cm,82kg,€20.7M,42,nan
245158,L. Suárez,24,https://cdn.sofifa.net/players/245/158/23_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,76,83,Olympique de Marseille,https://cdn.sofifa.net/teams/219/30.png,€15M,€34K,1955,Right,1,4,3,High/ Medium,Normal (185+),No,<span class="pos pos28">SUB,19-Jul-22,nan,2025,185cm,74kg,€31.5M,11,nan
12259,16 S. Keita,35,https://cdn.sofifa.net/players/012/259/16_60.png,Mali,https://cdn.sofifa.net/flags/ml.png,76,76,Roma,https://cdn.sofifa.net/teams/52/30.png,€900K,€70K,1954,Left,3,3,2,Medium/ High,Normal (170-185),No,<span class="pos pos29">RES,1-Jul-14,nan,2016,183cm,75kg,nan,20,nan
186197,G. Kakuta,31,https://cdn.sofifa.net/players/186/197/23_60.png,Congo DR,https://cdn.sofifa.net/flags/cd.png,76,76,Racing Club de Lens,https://cdn.sofifa.net/teams/64/30.png,€6M,€30K,1954,Left,2,3,4,High/ Medium,Lean (170-185),Yes,<span class="pos pos18">CAM,26-May-21,nan,2023,173cm,72kg,€11.4M,10,nan
243282,D. McNeil,22,https://cdn.sofifa.net/players/243/282/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,81,Everton,https://cdn.sofifa.net/teams/7/30.png,€11.5M,€33K,1954,Left,1,2,3,Medium/ High,Lean (170-185),Yes,<span class="pos pos16">LM,28-Jul-22,nan,2027,183cm,70kg,€22.7M,7,nan
234678,J. Mæhle,25,https://cdn.sofifa.net/players/234/678/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,76,79,Atalanta,https://cdn.sofifa.net/teams/39/30.png,€9M,€37K,1952,Right,2,3,3,Medium/ Medium,Normal (185+),No,<span class="pos pos28">SUB,4-Jan-21,nan,2025,185cm,79kg,€16M,3,nan
207948,B. Traoré,26,https://cdn.sofifa.net/players/207/948/23_60.png,Burkina Faso,https://cdn.sofifa.net/flags/bf.png,76,77,Aston Villa,https://cdn.sofifa.net/teams/2/30.png,€9M,€66K,1952,Left,2,1,4,Medium/ Low,Lean (170-185),Yes,<span class="pos pos28">SUB,19-Sep-20,nan,2024,181cm,73kg,€17.8M,15,nan
219792,B. Santamaria,27,https://cdn.sofifa.net/players/219/792/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,77,Stade Rennais FC,https://cdn.sofifa.net/teams/74/30.png,€8.5M,€41K,1949,Right,2,2,3,Medium/ Medium,Lean (170-185),No,<span class="pos pos10">CDM,17-Aug-21,nan,2025,183cm,73kg,€16.8M,8,nan
221714,A. Morelos,26,https://cdn.sofifa.net/players/221/714/23_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,76,78,Rangers FC,https://cdn.sofifa.net/teams/86/30.png,€9.5M,€53K,1947,Right,1,4,3,High/ Medium,Stocky (170-185),No,<span class="pos pos29">RES,1-Jul-17,nan,2023,177cm,79kg,€17.8M,20,nan
224540,22 E. Boateng,25,https://cdn.sofifa.net/players/224/540/22_60.png,Ghana,https://cdn.sofifa.net/flags/gh.png,76,79,Dalian Professional Football Club,https://cdn.sofifa.net/teams/112378/30.png,€10M,€17K,1946,Right,1,4,4,Medium/ Medium,Lean (170-185),Yes,<span class="pos pos26">LS,20-Feb-19,nan,2022,175cm,70kg,€16.3M,21,nan
212153,R. Gagliardini,28,https://cdn.sofifa.net/players/212/153/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,76,76,Inter,https://cdn.sofifa.net/teams/44/30.png,€6.5M,€50K,1946,Right,2,3,3,Medium/ Medium,Normal (185+),No,<span class="pos pos28">SUB,1-Aug-17,nan,2023,188cm,77kg,€10.7M,5,nan
210021,H. Mukhtar,27,https://cdn.sofifa.net/players/210/021/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,76,77,Nashville SC,https://cdn.sofifa.net/teams/114162/30.png,€9M,€10K,1945,Right,1,5,3,High/ Medium,Normal (170-185),No,<span class="pos pos24">RS,1-Jan-20,nan,2025,173cm,71kg,€14.2M,10,nan
194932,A. Townsend,30,https://cdn.sofifa.net/players/194/932/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,76,Everton,https://cdn.sofifa.net/teams/7/30.png,€7M,€37K,1943,Left,2,4,4,High/ High,Normal (170-185),Yes,<span class="pos pos29">RES,20-Jul-21,nan,2023,175cm,73kg,€13.3M,14,nan
206254,M. Stevanović,31,https://cdn.sofifa.net/players/206/254/23_60.png,Bosnia and Herzegovina,https://cdn.sofifa.net/flags/ba.png,76,76,Servette FC,https://cdn.sofifa.net/teams/324/30.png,€6M,€21K,1943,Right,2,4,3,High/ Medium,Lean (170-185),No,<span class="pos pos23">RW,24-Jul-17,nan,2025,180cm,72kg,€8.7M,9,nan
244257,J. Burkardt,21,https://cdn.sofifa.net/players/244/257/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,76,84,1. FSV Mainz 05,https://cdn.sofifa.net/teams/169/30.png,€17M,€22K,1942,Right,1,3,3,High/ Medium,Normal (170-185),Yes,<span class="pos pos26">LS,1-Jul-18,nan,2024,181cm,79kg,€32.3M,29,nan
228414,Matheus Pereira,26,https://cdn.sofifa.net/players/228/414/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,76,79,Al Hilal,https://cdn.sofifa.net/teams/605/30.png,€10M,€36K,1941,Left,1,3,5,Medium/ Medium,Normal (170-185),Yes,<span class="pos pos28">SUB,6-Aug-21,nan,2026,176cm,80kg,€17.8M,15,nan
211454,M. Elneny,29,https://cdn.sofifa.net/players/211/454/23_60.png,Egypt,https://cdn.sofifa.net/flags/eg.png,76,76,Arsenal,https://cdn.sofifa.net/teams/1/30.png,€6.5M,€63K,1939,Right,1,3,3,Medium/ High,Lean (170-185),Yes,<span class="pos pos28">SUB,14-Jan-16,nan,2023,179cm,72kg,€12.4M,25,nan
235794,E. Eze,24,https://cdn.sofifa.net/players/235/794/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,81,Crystal Palace,https://cdn.sofifa.net/teams/1799/30.png,€11.5M,€42K,1939,Right,1,3,4,Medium/ Medium,Lean (170-185),Yes,<span class="pos pos18">CAM,28-Aug-20,nan,2025,178cm,67kg,€22.7M,10,nan
232999,T. Adams,23,https://cdn.sofifa.net/players/232/999/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,76,80,Leeds United,https://cdn.sofifa.net/teams/8/30.png,€10M,€29K,1938,Right,2,3,3,High/ High,Normal (170-185),Yes,<span class="pos pos9">RDM,6-Jul-22,nan,2027,175cm,72kg,€19.8M,12,nan
223627,22 O. Al Somah,32,https://cdn.sofifa.net/players/223/627/22_60.png,Syria,https://cdn.sofifa.net/flags/sy.png,76,76,Al Ahli,https://cdn.sofifa.net/teams/112387/30.png,€6M,€40K,1938,Right,2,4,3,High/ Low,Normal (185+),No,<span class="pos pos25">ST,1-Jul-14,nan,2024,190cm,86kg,€9.9M,9,nan
242087,H. Morita,27,https://cdn.sofifa.net/players/242/087/23_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,76,77,Sporting CP,https://cdn.sofifa.net/teams/237/30.png,€8.5M,€14K,1937,Right,1,2,2,Medium/ Medium,Normal (170-185),No,<span class="pos pos28">SUB,1-Jul-22,nan,2026,177cm,69kg,€17.6M,5,nan
247827,M. Olise,20,https://cdn.sofifa.net/players/247/827/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,86,Crystal Palace,https://cdn.sofifa.net/teams/1799/30.png,€16.5M,€40K,1935,Left,1,2,4,Medium/ Medium,Lean (170-185),No,<span class="pos pos12">RM,8-Jul-21,nan,2026,178cm,68kg,€34.7M,7,nan
226093,C. Adams,25,https://cdn.sofifa.net/players/226/093/23_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,76,78,Southampton,https://cdn.sofifa.net/teams/17/30.png,€9.5M,€51K,1934,Right,1,3,3,High/ Medium,Stocky (170-185),Yes,<span class="pos pos24">RS,1-Jul-19,nan,2024,178cm,70kg,€18.8M,10,nan
252802,W. Singo,21,https://cdn.sofifa.net/players/252/802/23_60.png,Côte d'Ivoire,https://cdn.sofifa.net/flags/ci.png,76,85,Torino F.C.,https://cdn.sofifa.net/teams/54/30.png,€16M,€26K,1934,Right,1,2,2,Medium/ Low,Stocky (185+),No,<span class="pos pos12">RM,1-Jul-19,nan,2023,190cm,79kg,€32M,17,nan
239910,A. Boupendza,25,https://cdn.sofifa.net/players/239/910/23_60.png,Gabon,https://cdn.sofifa.net/flags/ga.png,76,77,Al Shabab,https://cdn.sofifa.net/teams/111674/30.png,€9M,€34K,1932,Left,1,3,4,High/ Medium,Normal (170-185),No,<span class="pos pos25">ST,9-Aug-22,nan,2025,180cm,79kg,€16M,9,nan
241508,M. Damsgaard,21,https://cdn.sofifa.net/players/241/508/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,76,85,U.C. Sampdoria,https://cdn.sofifa.net/teams/1837/30.png,€17M,€15K,1932,Right,2,3,4,High/ Low,Lean (170-185),No,<span class="pos pos28">SUB,nan,nan,nan,180cm,71kg,€34M,14,nan
224520,R. Kent,25,https://cdn.sofifa.net/players/224/520/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,76,79,Rangers FC,https://cdn.sofifa.net/teams/86/30.png,€10M,€51K,1929,Right,1,5,4,High/ Medium,Normal (170-185),Yes,<span class="pos pos27">LW,2-Sep-19,nan,2023,172cm,65kg,€18.8M,14,nan
233556,R. Orsolini,25,https://cdn.sofifa.net/players/233/556/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,76,79,Bologna,https://cdn.sofifa.net/teams/189/30.png,€10M,€32K,1928,Left,2,4,4,High/ Medium,Normal (170-185),No,<span class="pos pos28">SUB,1-Jul-19,nan,2024,183cm,73kg,€17.8M,7,nan
211784,N. Maupay,25,https://cdn.sofifa.net/players/211/784/23_60.png,France,https://cdn.sofifa.net/flags/fr.png,76,78,Brighton & Hove Albion,https://cdn.sofifa.net/teams/1808/30.png,€9.5M,€58K,1928,Right,1,4,3,Medium/ Medium,Normal (170-185),Yes,<span class="pos pos28">SUB,5-Aug-19,nan,2023,173cm,69kg,€18.8M,9,nan
247832,Thierry Correia,23,https://cdn.sofifa.net/players/247/832/23_60.png,Portugal,https://cdn.sofifa.net/flags/pt.png,76,82,Valencia CF,https://cdn.sofifa.net/teams/461/30.png,€11M,€25K,1927,Right,1,4,3,High/ Medium,Normal (170-185),No,<span class="pos pos3">RB,2-Sep-19,nan,2026,176cm,69kg,€25.3M,2,nan
239015,E. Dennis,24,https://cdn.sofifa.net/players/239/015/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,76,80,Watford,https://cdn.sofifa.net/teams/1795/30.png,€11M,€40K,1926,Right,1,3,4,Medium/ Low,Normal (170-185),Yes,<span class="pos pos27">LW,1-Jul-21,nan,2026,175cm,66kg,€21.7M,25,nan
240702,R. Yaremchuk,26,https://cdn.sofifa.net/players/240/702/23_60.png,Ukraine,https://cdn.sofifa.net/flags/ua.png,76,79,SL Benfica,https://cdn.sofifa.net/teams/234/30.png,€10M,€15K,1925,Right,1,3,3,High/ Medium,Lean (185+),No,<span class="pos pos28">SUB,31-Jul-21,nan,2026,193cm,83kg,€20.8M,9,nan
183883,19 S. Tshabalala,33,https://cdn.sofifa.net/players/183/883/19_60.png,South Africa,https://cdn.sofifa.net/flags/za.png,76,76,BB Erzurumspor,https://cdn.sofifa.net/teams/749/30.png,€4.7M,€15K,1925,Left,2,2,4,High/ Medium,Lean (170-),No,<span class="pos pos18">CAM,28-Aug-18,nan,2020,170cm,65kg,€9.1M,33,nan
246284,Óscar Gil,24,https://cdn.sofifa.net/players/246/284/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,76,81,RCD Espanyol de Barcelona,https://cdn.sofifa.net/teams/452/30.png,€10.5M,€15K,1925,Right,1,3,3,High/ High,Normal (170-185),No,<span class="pos pos3">RB,7-Sep-20,nan,2024,173cm,70kg,€22.8M,2,nan
240915,Miranda,22,https://cdn.sofifa.net/players/240/915/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,76,84,Real Betis Balompié,https://cdn.sofifa.net/teams/449/30.png,€16M,€18K,1924,Left,1,3,3,Medium/ Medium,Lean (185+),No,<span class="pos pos28">SUB,30-Jun-21,nan,2024,185cm,79kg,€36.8M,33,nan
257889,K. Jakić,25,https://cdn.sofifa.net/players/257/889/23_60.png,Croatia,https://cdn.sofifa.net/flags/hr.png,76,79,Eintracht Frankfurt,https://cdn.sofifa.net/teams/1824/30.png,€9M,€23K,1923,Right,1,3,2,Medium/ High,Normal (170-185),No,<span class="pos pos28">SUB,nan,nan,nan,181cm,75kg,€16M,16,nan
